timestamp,frame_number,camera_center_x,camera_center_y,target_detected,target_class,target_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,target_center_x,target_center_y,smoothed_target_x,smoothed_target_y,pixel_error_x,pixel_error_y,distance_error,current_pan,current_tilt,target_pan,target_tilt,servo_command_pan,servo_command_tilt,processing_time_ms,tracking_enabled
1757781564.7401867,1,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1887.7432346343994,True
1757781564.7597885,2,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.333517074584961,True
1757781564.7781017,3,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.633115768432617,True
1757781564.789278,4,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.200624465942383,True
1757781564.8095396,5,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.311727523803711,True
1757781564.8431995,6,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.767034530639648,True
1757781564.9120557,7,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.188320159912109,True
1757781564.9238236,8,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.996061325073242,True
1757781565.152687,9,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.714748382568359,True
1757781565.1648655,10,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.045413970947266,True
1757781565.177953,11,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.431818008422852,True
1757781565.1910374,12,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.448507308959961,True
1757781565.2877946,13,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.962060928344727,True
1757781565.299481,14,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.07664680480957,True
1757781565.3110216,15,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.210638046264648,True
1757781565.3227465,16,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.495309829711914,True
1757781565.3533921,17,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.167484283447266,True
1757781565.488033,18,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.1392059326171875,True
1757781565.5001493,19,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.475521087646484,True
1757781565.511784,20,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.048990249633789,True
1757781565.5229897,21,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.029439926147461,True
1757781565.5531774,22,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.909276962280273,True
1757781565.58973,23,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.285501480102539,True
1757781565.7270687,24,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.575345993041992,True
1757781565.7386053,25,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.198955535888672,True
1757781565.7506008,26,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.658388137817383,True
1757781565.761813,27,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.985570907592773,True
1757781565.7951932,28,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.384372711181641,True
1757781565.8257155,29,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.973173141479492,True
1757781565.8617723,30,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.228757858276367,True
1757781565.9318812,31,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.667137145996094,True
1757781565.9439702,32,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.27501106262207,True
1757781565.9618146,33,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.080461502075195,True
1757781566.0645275,34,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.295370101928711,True
1757781566.0765748,35,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.064725875854492,True
1757781566.089855,36,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.929636001586914,True
1757781566.1015599,37,320,240,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.162715911865234,True
