timestamp,frame_number,camera_center_x,camera_center_y,target_detected,target_class,target_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,target_center_x,target_center_y,smoothed_target_x,smoothed_target_y,pixel_error_x,pixel_error_y,distance_error,current_pan,current_tilt,target_pan,target_tilt,servo_command_pan,servo_command_tilt,processing_time_ms,tracking_enabled
1757786558.3712044,99,320,240,True,person,0.9100135564804077,282,116,387,445,334,281,331,278,11,38,39.56008088970496,6.9,-1.68,0.0,0.0,0.0,0.0,5.968570709228516,True
1757786558.4069161,100,320,240,True,person,0.911253809928894,283,115,388,445,335,280,332,278,12,38,39.84971769034255,6.9,-1.68,0.0,0.0,0.0,0.0,5.946636199951172,True
1757786558.438556,101,320,240,True,person,0.9043148159980774,285,113,389,445,337,279,332,279,12,39,40.80441152620633,6.9,-1.68,0.0,0.0,0.0,0.0,5.774021148681641,True
1757786558.5452464,102,320,240,True,person,0.8953039646148682,289,108,394,446,342,277,334,278,14,38,40.496913462633174,6.9,-1.68,0.0,0.0,0.0,0.0,7.260560989379883,True
1757786558.5594459,103,320,240,True,person,0.9043653607368469,286,112,390,445,338,278,335,279,15,39,41.78516483155236,6.9,-1.68,0.0,0.0,0.0,0.0,5.904912948608398,True
1757786558.5714767,104,320,240,True,person,0.9087463021278381,287,110,393,445,340,277,336,278,16,38,41.23105625617661,6.9,-1.68,0.0,0.0,0.0,0.0,5.857944488525391,True
1757786558.5832107,105,320,240,True,person,0.8953896164894104,290,107,396,444,343,275,337,278,17,38,41.6293165929973,6.9,-1.68,0.0,0.0,0.0,0.0,5.856513977050781,True
1757786558.6104627,106,320,240,True,person,0.8838021159172058,291,106,396,443,344,274,338,277,18,37,41.14608122288197,6.9,-1.68,0.0,0.0,0.0,0.0,5.6171417236328125,True
1757786558.6436677,107,320,240,True,person,0.8823161721229553,292,105,405,442,348,273,340,276,20,36,41.182520563948,6.9,-1.68,0.0,0.0,0.0,0.0,6.525993347167969,True
1757786558.6787875,108,320,240,True,person,0.8984131217002869,294,101,408,442,351,271,342,275,22,35,41.340053217188775,6.9,-1.68,0.0,0.0,0.0,0.0,5.793333053588867,True
1757786558.7128174,109,320,240,True,person,0.8933572769165039,295,101,410,443,353,272,344,275,24,35,42.43819034784589,6.9,-1.68,0.0,0.0,0.0,0.0,7.210731506347656,True
1757786558.9173548,110,320,240,True,person,0.8832223415374756,305,94,436,447,370,270,348,273,28,33,43.278170016764804,6.9,-1.68,0.0,0.0,0.0,0.0,7.956981658935547,True
1757786558.9308853,111,320,240,True,person,0.9010734558105469,300,97,426,452,363,274,351,273,31,33,45.27692569068709,6.9,-1.68,0.0,0.0,0.0,0.0,6.140232086181641,True
1757786558.9447947,112,320,240,True,person,0.8936536312103271,302,96,433,450,367,273,353,273,33,33,46.66904755831214,6.9,-1.68,0.0,0.0,0.0,0.0,7.518529891967773,True
1757786558.9577317,113,320,240,True,person,0.8745653629302979,306,94,439,442,373,268,357,272,37,32,48.91829923454004,6.9,-1.68,0.0,0.0,0.0,0.0,5.814313888549805,True
1757786558.9826074,114,320,240,True,person,0.8736257553100586,308,92,441,442,375,267,361,271,41,31,51.40038910358559,6.9,-1.68,0.0,0.0,0.0,0.0,5.866527557373047,True
1757786559.2899904,115,320,240,True,person,0.8041422963142395,336,79,472,370,404,225,368,264,48,24,53.665631459994955,6.9,-1.68,0.0,0.0,0.0,0.0,8.13913345336914,True
1757786559.3026922,116,320,240,True,person,0.6421003341674805,330,85,465,427,398,256,373,263,53,23,57.77542730261716,6.9,-1.68,5.300000000000001,-1.84,0.0,0.0,5.967855453491211,True
1757786559.3151815,117,320,240,True,person,0.7748027443885803,333,82,468,394,401,238,379,258,59,18,61.68468205316454,6.9,-1.68,5.9,-1.44,0.0,0.0,6.119251251220703,True
1757786559.3291612,118,320,240,True,person,0.845272421836853,339,76,473,363,406,220,384,252,64,12,65.11528238439882,5.9,-1.68,6.4,-0.96,0.0,0.0,6.862878799438477,True
1757786559.3318815,119,320,240,True,,0.0,0,0,0,0,0,0,384,252,64,12,65.11528238439882,6.9,-1.68,0.0,0.0,5.9,-1.44,0.0,True
1757786559.424625,120,320,240,True,person,0.8711082935333252,350,69,469,361,410,215,390,246,70,6,70.25667228100119,5.9,-1.44,7.0,-0.48,0.0,0.0,7.499933242797852,True
1757786559.438428,121,320,240,True,,0.0,0,0,0,0,0,0,390,246,70,6,70.25667228100119,5.9,-1.44,0.0,0.0,7.0,-0.48,0.0,True
1757786559.4392078,122,320,240,True,person,0.8645237684249878,341,74,467,363,404,218,393,240,73,0,73.0,7.0,-0.48,7.300000000000001,0.0,0.0,0.0,7.819890975952148,True
1757786559.4530654,123,320,240,True,person,0.8711010217666626,345,71,469,361,407,216,397,235,77,-5,77.1621668954417,7.0,-0.48,7.7,0.4,0.0,0.0,6.870746612548828,True
1757786559.4677947,124,320,240,True,person,0.8737492561340332,356,68,473,358,414,213,401,229,81,-11,81.74350127074322,7.0,-0.48,8.1,0.88,0.0,0.0,6.758689880371094,True
1757786559.495623,125,320,240,True,,0.0,0,0,0,0,0,0,401,229,81,-11,81.74350127074322,7.0,-0.48,0.0,0.0,8.1,0.8799999999999999,0.0,True
1757786559.5613015,126,320,240,True,person,0.8612584471702576,364,69,482,361,423,215,406,225,86,-15,87.29833904490967,8.1,0.8799999999999999,8.6,1.2,0.0,0.0,8.229494094848633,True
1757786559.574447,127,320,240,True,person,0.8754491209983826,360,68,477,360,418,214,409,221,89,-19,91.00549433962765,8.1,0.8799999999999999,8.9,1.52,0.0,0.0,6.358861923217773,True
1757786559.5885189,128,320,240,True,person,0.8757306337356567,362,68,480,361,421,215,411,219,91,-21,93.39164844888434,8.1,0.8799999999999999,9.1,1.68,0.0,0.0,7.232904434204102,True
1757786559.6023214,129,320,240,True,,0.0,0,0,0,0,0,0,413,216,93,-24,96.04686356149273,8.1,0.8799999999999999,0.0,0.0,9.1,1.68,0.0,True
1757786559.6026418,130,320,240,True,person,0.8604636788368225,361,71,477,358,419,215,413,216,93,-24,96.04686356149273,9.1,1.68,9.3,1.92,0.0,0.0,7.061004638671875,True
1757786559.627702,131,320,240,True,person,0.86423259973526,356,73,473,359,414,216,414,215,94,-25,97.26767191621273,9.1,1.68,9.4,2.0,0.0,0.0,6.898164749145508,True
1757786559.6592674,132,320,240,True,person,0.8957676887512207,348,73,471,358,410,216,414,215,94,-25,97.26767191621273,9.1,1.68,9.4,2.0,0.0,0.0,6.457328796386719,True
1757786559.696325,133,320,240,True,person,0.8729188442230225,343,75,466,365,405,220,413,215,93,-25,96.30160954002794,9.1,1.68,9.3,2.0,0.0,0.0,7.295846939086914,True
1757786559.7275896,134,320,240,True,person,0.8660427927970886,342,75,467,367,404,221,412,216,92,-24,95.0789145920377,9.1,1.68,9.200000000000001,1.92,0.0,0.0,6.772041320800781,True
1757786559.763384,135,320,240,True,person,0.8778635859489441,343,79,472,362,408,221,412,217,92,-23,94.83142938920619,9.1,1.68,9.200000000000001,1.84,0.0,0.0,6.528139114379883,True
1757786559.831157,136,320,240,True,person,0.8750148415565491,346,78,485,354,415,216,412,217,92,-23,94.83142938920619,9.1,1.68,9.200000000000001,1.84,0.0,0.0,6.268978118896484,True
1757786559.8458874,137,320,240,True,person,0.8812700510025024,344,79,481,360,413,219,412,217,92,-23,94.83142938920619,9.1,1.68,9.200000000000001,1.84,0.0,0.0,6.424903869628906,True
1757786559.9010642,138,320,240,True,person,0.8865693807601929,355,77,488,350,421,213,412,217,92,-23,94.83142938920619,9.1,1.68,9.200000000000001,1.84,0.0,0.0,8.092641830444336,True
1757786559.9143784,139,320,240,True,person,0.8831197619438171,349,77,486,353,418,215,413,217,93,-23,95.80187889597991,9.1,1.68,9.3,1.84,0.0,0.0,6.2713623046875,True
1757786559.9326036,140,320,240,True,person,0.8733679056167603,361,79,492,346,427,212,414,216,94,-24,97.01546268507923,9.1,1.68,9.4,1.92,0.0,0.0,7.73167610168457,True
1757786560.0341144,141,320,240,True,person,0.8622972369194031,376,79,507,344,441,211,418,215,98,-25,101.13851887386922,9.1,1.68,9.8,2.0,0.0,0.0,8.715391159057617,True
1757786560.0478902,142,320,240,True,person,0.8979231119155884,365,79,497,344,431,212,420,215,100,-25,103.07764064044152,9.1,1.68,10.0,2.0,0.0,0.0,6.38890266418457,True
1757786560.0610108,143,320,240,True,,0.0,0,0,0,0,0,0,420,215,100,-25,103.07764064044152,9.1,1.68,0.0,0.0,10.0,2.0,0.0,True
1757786560.0637386,144,320,240,True,person,0.8722304105758667,371,79,502,347,437,213,423,214,103,-26,106.23088063270491,10.0,2.0,10.3,2.08,0.0,0.0,7.019281387329102,True
1757786560.078156,145,320,240,True,person,0.8911001086235046,382,79,513,341,447,210,428,213,108,-27,111.32385189167684,10.0,2.0,10.8,2.16,0.0,0.0,6.608486175537109,True
1757786560.1183698,146,320,240,True,,0.0,0,0,0,0,0,0,428,213,108,-27,111.32385189167684,10.0,2.0,0.0,0.0,10.8,2.16,0.0,True
1757786560.168018,147,320,240,True,person,0.8690655827522278,395,83,524,352,459,217,433,213,113,-27,116.18089343777659,10.8,2.16,11.3,2.16,0.0,0.0,6.801128387451172,True
1757786560.183365,148,320,240,True,person,0.8969911932945251,389,80,519,342,454,211,437,213,117,-27,120.07497657713701,10.8,2.16,11.700000000000001,2.16,0.0,0.0,8.600950241088867,True
1757786560.1964345,149,320,240,True,person,0.8958171010017395,393,80,523,349,458,215,442,212,122,-28,125.1718818265508,10.8,2.16,12.200000000000001,2.24,0.0,0.0,6.700277328491211,True
1757786560.2099338,150,320,240,True,person,0.889451265335083,396,85,526,354,461,220,446,213,126,-27,128.86038956948718,10.8,2.16,12.600000000000001,2.16,0.0,0.0,6.621599197387695,True
1757786560.224794,151,320,240,True,,0.0,0,0,0,0,0,0,446,213,126,-27,128.86038956948718,10.8,2.16,0.0,0.0,12.600000000000001,2.16,0.0,True
1757786560.2353191,152,320,240,True,person,0.8790419101715088,398,88,528,353,463,220,450,214,130,-26,132.5745073534124,12.600000000000001,2.16,13.0,2.08,0.0,0.0,6.509065628051758,True
1757786560.3047874,153,320,240,True,person,0.8721948862075806,403,91,531,354,467,223,454,215,134,-25,136.31214179228496,12.600000000000001,2.16,13.4,2.0,0.0,0.0,7.310152053833008,True
1757786560.3182845,154,320,240,True,person,0.8754888772964478,402,90,531,354,467,222,456,217,136,-23,137.93114224133723,12.600000000000001,2.16,13.600000000000001,1.84,0.0,0.0,6.683111190795898,True
1757786560.3312304,155,320,240,True,,0.0,0,0,0,0,0,0,456,217,136,-23,137.93114224133723,12.600000000000001,2.16,0.0,0.0,13.600000000000001,1.84,0.0,True
1757786560.3394687,156,320,240,True,person,0.8698977828025818,400,91,528,355,464,223,459,218,139,-22,140.73023839957068,13.600000000000001,1.84,13.9,1.76,0.0,0.0,6.592512130737305,True
